0 0.884
0 0.886
4.00617e-18 0.896
4.00617e-18 0.882
0.00057735 0.891
0.00057735 0.895
0.00057735 0.889
0.00057735 0.883
0.00057735 0.897
0.00057735 0.885
0.0011547 0.89
0 0.888
0.0011547 0.896
4.00617e-18 0.894
0.0011547 0.884
0.0011547 0.894
0.00057735 0.899
0.00173205 0.889
0.00173205 0.887
0.00173205 0.895
0.0011547 0.898
0.0023094 0.888
0.00057735 0.887
0.0023094 0.886
0.00173205 0.897
0.00057735 0.893
0.00173205 0.893
0.00288675 0.887
0.0011547 0.886
0.00288675 0.885
0.0034641 0.886
0.0011547 0.892
0.0023094 0.892
0.0023094 0.896
0.00173205 0.885
0.00288675 0.895
0.0034641 0.892
0.0023094 0.89
0.0034641 0.894
0.00404145 0.891
0.0034641 0.89
0.00288675 0.889
0.0046188 0.89
0.00404145 0.889
0.00404145 0.893
0.0034641 0.888
0.00519615 0.889
0.00404145 0.887
0.0046188 0.892
0.0046188 0.888
0.00519615 0.891
0.0057735 0.89
